Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label 
10.1037/a0030119,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/a0030119,
10.1037/0003-066X.57.6-7.446b,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0003-066X.57.6-7.446b,
10.1146/annurev-psych-010814-015355,,,,,,,21,1,0,1,1,0,1,0.001676,10.1146/annurev-psych-010814-015355,
10.1207/S1532785XMEP0303_03,,,,,,,21,1,0,1,1,0,1,0.001676,10.1207/S1532785XMEP0303_03,
10.1111/1467-8721.01242,,,,,,,21,1,0,1,1,0,1,0.001676,10.1111/1467-8721.01242,
10.1371/journal.pone.0065137,,,,,,,21,1,0,1,1,0,1,0.001676,10.1371/journal.pone.0065137,
10.1111/cdep.12010,,,,,,,21,1,0,1,1,0,1,0.001676,10.1111/cdep.12010,
10.1177/0963721412448659,,,,,,,21,1,0,1,1,0,1,0.001676,10.1177/0963721412448659,
10.1111/j.1468-0017.2007.00302.x,,,,,,,21,1,0,1,1,0,1,0.001676,10.1111/j.1468-0017.2007.00302.x,
10.1016/S0010-0277(02)00048-3,,,,,,,21,1,0,1,1,0,1,0.001676,10.1016/S0010-0277(02)00048-3,
10.1037/0022-3514.86.4.560,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0022-3514.86.4.560,
10.1037/a0028381,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/a0028381,
10.1037/0022-3514.35.7.514,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0022-3514.35.7.514,
10.1111/j.1460-2466.2011.01585.x,,,,,,,21,1,0,1,1,0,1,0.001676,10.1111/j.1460-2466.2011.01585.x,
10.1027/1864-1105/a000029,,,,,,,21,1,0,1,1,0,1,0.001676,10.1027/1864-1105/a000029,
10.2307/2131346,,,,,,,21,1,0,1,1,0,1,0.001676,10.2307/2131346,
10.1080/02699939508408966,,,,,,,21,1,0,1,1,0,1,0.001676,10.1080/02699939508408966,
10.2307/2131460,,,,,,,21,1,0,1,1,0,1,0.001676,10.2307/2131460,
10.1037/0022-3514.52.4.721,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0022-3514.52.4.721,
10.1016/j.beproc.2013.07.008,,,,,,,21,1,0,1,1,0,1,0.001676,10.1016/j.beproc.2013.07.008,
10.1111/j.1467-9280.2008.02045.x,,,,,,,21,1,0,1,1,0,1,0.001676,10.1111/j.1467-9280.2008.02045.x,
10.1177/0146167205274899,,,,,,,21,1,0,1,1,0,1,0.001676,10.1177/0146167205274899,
10.1177/0146167211398138,,,,,,,21,1,0,1,1,0,1,0.001676,10.1177/0146167211398138,
10.1080/0305724042000215276,,,,,,,21,1,0,1,1,0,1,0.001676,10.1080/0305724042000215276,
10.1037/a0016997,,,,,,,21,2,0,2,2,0,2,0.003351,10.1037/a0016997,
10.1080/00224540903365588,,,,,,,21,1,0,1,1,0,1,0.001676,10.1080/00224540903365588,
10.1017/CBO9780511816840.029,,,,,,,21,1,0,1,1,0,1,0.001676,10.1017/CBO9780511816840.029,
10.1037/0022-3514.84.5.960,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0022-3514.84.5.960,
10.1002/ab.21428,,,,,,,21,1,0,1,1,0,1,0.001676,10.1002/ab.21428,
10.1016/S0376-6357(98)00009-6,,,,,,,18,1,0,1,1,0,1,0.002164,10.1016/S0376-6357(98)00009-6,
10.1016/B978-008044056-9/50045-2,,,,,,,18,1,0,1,1,0,1,0.002164,10.1016/B978-008044056-9/50045-2,
10.1016/S0376-6357(01)00205-4,,,,,,,18,1,0,1,1,0,1,0.002164,10.1016/S0376-6357(01)00205-4,
10.1007/978-3-642-85261-9_14,,,,,,,18,1,0,1,1,0,1,0.002164,10.1007/978-3-642-85261-9_14,
10.1037/0021-843X.112.3.382,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/0021-843X.112.3.382,
10.1037/1064-1297.11.1.18,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/1064-1297.11.1.18,
10.1037/1064-1297.8.2.155,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/1064-1297.8.2.155,
10.1037/0278-7393.25.2.418,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/0278-7393.25.2.418,
10.1016/S0376-6357(03)00141-4,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/S0376-6357(03)00141-4,
10.2466/pr0.1971.29.3f.1178,,,,,,,18,1,0,1,1,0,1,0.001676,10.2466/pr0.1971.29.3f.1178,
10.1901/jeab.2002.77-129,,,,,,,18,1,0,1,1,0,1,0.001676,10.1901/jeab.2002.77-129,
10.1016/S0306-4603(02)00220-4,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/S0306-4603(02)00220-4,
10.1037/1064-1297.12.4.251,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/1064-1297.12.4.251,
10.1007/PL00005491,,,,,,,18,1,0,1,1,0,1,0.001676,10.1007/PL00005491,
10.1016/S0167-4870(03)00005-9,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/S0167-4870(03)00005-9,
10.1007/BF03394984,,,,,,,18,1,0,1,1,0,1,0.001676,10.1007/BF03394984,
10.1007/s002130000638,,,,,,,18,1,0,1,1,0,1,0.001676,10.1007/s002130000638,
10.1037/0021-843X.110.3.482,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/0021-843X.110.3.482,
10.1016/S0376-6357(03)00109-8,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/S0376-6357(03)00109-8,
10.1901/jeab.1999.71-121,,,,,,,18,1,0,1,1,0,1,0.001676,10.1901/jeab.1999.71-121,
10.1037/0096-3445.115.2.131,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/0096-3445.115.2.131,
10.1037/1064-1297.6.3.292,,,,,,,18,1,0,1,1,0,1,0.001676,10.1037/1064-1297.6.3.292,
10.1111/1097-3923.00081,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/1097-3923.00081,
10.1007/s00182-010-0230-1,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s00182-010-0230-1,
10.1111/j.1467-9779.2008.00375.x,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/j.1467-9779.2008.00375.x,
10.1007/s00199-007-0283-y,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s00199-007-0283-y,
10.1006/jeth.1999.2603,,,,,,,26,1,0,1,1,0,1,0.001676,10.1006/jeth.1999.2603,
10.1006/jeth.1994.1052,,,,,,,26,1,0,1,1,0,1,0.001676,10.1006/jeth.1994.1052,
10.1006/jeth.1996.2208,,,,,,,26,1,0,1,1,0,1,0.001676,10.1006/jeth.1996.2208,
10.1111/1467-9779.00143,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/1467-9779.00143,
10.1111/1468-0262.00028,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/1468-0262.00028,
10.1016/S0047-2727(00)00161-4,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/S0047-2727(00)00161-4,
10.1016/j.jet.2005.12.006,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jet.2005.12.006,
10.1111/j.1467-9779.2009.01413.x,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/j.1467-9779.2009.01413.x,
10.1287/moor.6.1.58,,,,,,,26,1,0,1,1,0,1,0.001676,10.1287/moor.6.1.58,
10.1126/science.1175325,,,,,,,10,1,0,1,1,0,1,0.005007,10.1126/science.1175325,
10.1016/j.jtbi.2011.04.020,,,,,,,10,1,0,1,1,0,1,0.005007,10.1016/j.jtbi.2011.04.020,
10.1098/rspb.2006.3759,,,,,,,10,1,0,1,1,0,1,0.005007,10.1098/rspb.2006.3759,
10.1016/j.jtbi.2005.08.045,,,,,,,10,1,0,1,1,0,1,0.005007,10.1016/j.jtbi.2005.08.045,
10.1371/journal.pcbi.0020178,,,,,,,10,1,0,1,1,0,1,0.005007,10.1371/journal.pcbi.0020178,
10.1016/j.jtbi.2006.11.002,,,,,,,10,1,0,1,1,0,1,0.005007,10.1016/j.jtbi.2006.11.002,
10.1371/journal.pcbi.1002113,,,,,,,10,1,0,1,1,0,1,0.005007,10.1371/journal.pcbi.1002113,
10.1016/j.jtbi.2007.07.017,,,,,,,10,1,0,1,1,0,1,0.005007,10.1016/j.jtbi.2007.07.017,
10.1016/j.geb.2010.08.009,,,,,,,10,1,0,1,1,0,1,0.005007,10.1016/j.geb.2010.08.009,
10.1038/srep01735,,,,,,,10,1,0,1,1,0,1,0.005007,10.1038/srep01735,
10.1162/qjec.2010.125.1.263,,,,,,,10,1,0,1,1,0,1,0.005007,10.1162/qjec.2010.125.1.263,
10.1037/h0041526,,,,,,,32,1,0,1,1,0,1,0.002164,10.1037/h0041526,
10.1037/h0057961,,,,,,,32,1,0,1,1,0,1,0.002164,10.1037/h0057961,
10.1186/1471-2148-7-240,,,,,,,10,1,0,1,1,0,1,0.001676,10.1186/1471-2148-7-240,
10.1287/orsc.1070.0280,,,,,,,10,1,0,1,1,0,1,0.001676,10.1287/orsc.1070.0280,
10.1287/mnsc.1050.0446,,,,,,,10,1,0,1,1,0,1,0.001676,10.1287/mnsc.1050.0446,
10.1007/s11205-012-0231-5,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s11205-012-0231-5,
10.1016/j.jedc.2011.09.003,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.jedc.2011.09.003,
10.1109/TEVC.2011.2167682,,,,,,,10,1,0,1,1,0,1,0.001676,10.1109/TEVC.2011.2167682,
10.1016/S0167-2681(00)00117-7,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/S0167-2681(00)00117-7,
10.1016/0167-2681(90)90074-N,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/0167-2681(90)90074-N,
10.1109/TEVC.2005.856202,,,,,,,10,1,0,1,1,0,1,0.001676,10.1109/TEVC.2005.856202,
10.1017/CBO9780511615139,,,,,,,10,1,0,1,1,0,1,0.001676,10.1017/CBO9780511615139,
10.1007/s00191-010-0203-3,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s00191-010-0203-3,
10.1007/s00191-013-0325-5,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s00191-013-0325-5,
10.1109/TEVC.2005.856198,,,,,,,10,1,0,1,1,0,1,0.001676,10.1109/TEVC.2005.856198,
10.1103/PhysRevE.65.057102,,,,,,,10,1,0,1,1,0,1,0.001676,10.1103/PhysRevE.65.057102,
10.2307/256289,,,,,,,10,1,0,1,1,0,1,0.001676,10.2307/256289,
10.1109/TEVC.2008.2009459,,,,,,,10,1,0,1,1,0,1,0.001676,10.1109/TEVC.2008.2009459,
10.1007/s00191-009-0153-9,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s00191-009-0153-9,
10.1007/PL00011652,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/PL00011652,
10.1007/s00191-010-0204-2,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s00191-010-0204-2,
10.1057/palgrave.emr.1500078,,,,,,,10,1,0,1,1,0,1,0.001676,10.1057/palgrave.emr.1500078,
10.1111/j.1467-6486.2011.01033.x,,,,,,,10,1,0,1,1,0,1,0.001676,10.1111/j.1467-6486.2011.01033.x,
10.1016/j.emj.2008.09.007,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.emj.2008.09.007,
10.1016/j.physa.2007.04.032,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.physa.2007.04.032,
10.1007/s00500-014-1523-2,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s00500-014-1523-2,
10.1016/j.asoc.2016.03.025,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.asoc.2016.03.025,
10.1016/j.jtbi.2014.05.038,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.jtbi.2014.05.038,
10.1111/j.1420-9101.2006.01146.x,,,,,,,10,1,0,1,1,0,1,0.001676,10.1111/j.1420-9101.2006.01146.x,
10.1016/j.tpb.2005.06.009,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.tpb.2005.06.009,
10.1111/j.1467-937X.2009.00539.x,,,,,,,10,1,0,1,1,0,1,0.001676,10.1111/j.1467-937X.2009.00539.x,
10.1016/j.jtbi.2010.07.039,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.jtbi.2010.07.039,
10.1016/j.jedc.2014.06.007,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.jedc.2014.06.007,
10.2139/ssrn.2179126,,,,,,,10,1,0,1,1,0,1,0.001676,10.2139/ssrn.2179126,
10.1006/game.1997.0605,,,,,,,33,1,0,1,1,0,1,0.001676,10.1006/game.1997.0605,
10.1287/mnsc.40.2.252,,,,,,,33,1,0,1,1,0,1,0.001676,10.1287/mnsc.40.2.252,
10.1006/jeth.1993.1012,,,,,,,33,1,0,1,1,0,1,0.001676,10.1006/jeth.1993.1012,
10.1016/0165-1765(95)00706-L,,,,,,,33,1,0,1,1,0,1,0.001676,10.1016/0165-1765(95)00706-L,
10.1037/0096-3445.129.4.530,,,,,,,33,1,0,1,1,0,1,0.001676,10.1037/0096-3445.129.4.530,
10.1111/j.1468-0297.1997.tb00075.x,,,,,,,33,1,0,1,1,0,1,0.001676,10.1111/j.1468-0297.1997.tb00075.x,
10.1146/annurev.psych.50.1.21,,,,,,,33,1,0,1,1,0,1,0.001676,10.1146/annurev.psych.50.1.21,
10.1002/bdm.717,,,,,,,33,1,0,1,1,0,1,0.001676,10.1002/bdm.717,
10.1017/S0140525X03360054,,,,,,,33,1,0,1,1,0,1,0.001676,10.1017/S0140525X03360054,
10.1016/0010-0277(94)90029-9,,,,,,,33,1,0,1,1,0,1,0.001676,10.1016/0010-0277(94)90029-9,
10.1007/BF01770224,,,,,,,33,1,0,1,1,0,1,0.001676,10.1007/BF01770224,
10.1111/1467-9280.00454,,,,,,,33,1,0,1,1,0,1,0.001676,10.1111/1467-9280.00454,
10.1007/BF01254292,,,,,,,33,1,0,1,1,0,1,0.001676,10.1007/BF01254292,
10.1016/S1364-6613(02)00003-7,,,,,,,33,1,0,1,1,0,1,0.001676,10.1016/S1364-6613(02)00003-7,
10.1016/S1364-6613(02)00007-4,,,,,,,33,1,0,1,1,0,1,0.001676,10.1016/S1364-6613(02)00007-4,
10.2139/ssrn.1756785,,,,,,,10,1,0,1,1,0,1,0.001676,10.2139/ssrn.1756785,
10.1007/s13235-010-0001-4,,,,,,,10,1,0,1,1,0,1,0.001676,10.1007/s13235-010-0001-4,
10.1098/rspb.2009.1238,,,,,,,10,1,0,1,1,0,1,0.001676,10.1098/rspb.2009.1238,
10.1016/j.neuroimage.2009.04.091,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuroimage.2009.04.091,
10.1177/147470491201000509,,,,,,,37,1,0,1,1,0,1,0.001676,10.1177/147470491201000509,
10.1016/j.cub.2007.09.020,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.cub.2007.09.020,
10.1016/j.neuron.2008.11.023,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuron.2008.11.023,
10.1016/j.neuroimage.2011.09.052,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuroimage.2011.09.052,
10.1177/1754073910361981,,,,,,,37,1,0,1,1,0,1,0.001676,10.1177/1754073910361981,
10.1177/1754073910374662,,,,,,,37,1,0,1,1,0,1,0.001676,10.1177/1754073910374662,
10.1016/j.neuropsychologia.2008.05.026,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuropsychologia.2008.05.026,
10.1162/jocn.2009.21266,,,,,,,37,1,0,1,1,0,1,0.001676,10.1162/jocn.2009.21266,
10.3389/fnhum.2013.00176,,,,,,,37,1,0,1,1,0,1,0.001676,10.3389/fnhum.2013.00176,
10.1523/JNEUROSCI.4844-09.2010,,,,,,,37,1,0,1,1,0,1,0.001676,10.1523/JNEUROSCI.4844-09.2010,
10.1093/scan/nsr034,,,,,,,37,1,0,1,1,0,1,0.001676,10.1093/scan/nsr034,
10.1002/hbm.20742,,,,,,,37,1,0,1,1,0,1,0.001676,10.1002/hbm.20742,
10.1016/j.neures.2012.01.003,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neures.2012.01.003,
10.1016/j.neuropsychologia.2005.07.015,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuropsychologia.2005.07.015,
10.1016/j.pscychresns.2009.08.003,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.pscychresns.2009.08.003,
10.3389/fnhum.2013.00439,,,,,,,37,1,0,1,1,0,1,0.001676,10.3389/fnhum.2013.00439,
10.1016/j.neuroimage.2007.03.079,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuroimage.2007.03.079,
10.1016/j.pain.2012.11.014,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.pain.2012.11.014,
10.1016/j.jtbi.2011.03.024,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.jtbi.2011.03.024,
10.1111/j.1749-6632.2009.04418.x,,,,,,,37,1,0,1,1,0,1,0.001676,10.1111/j.1749-6632.2009.04418.x,
10.1523/JNEUROSCI.2418-09.2009,,,,,,,37,1,0,1,1,0,1,0.001676,10.1523/JNEUROSCI.2418-09.2009,
10.1006/game.1995.1022,,,,,,,44,1,0,1,1,0,1,0.002356,10.1006/game.1995.1022,
10.1002/bdm.451,,,,,,,44,1,0,1,1,0,1,0.002356,10.1002/bdm.451,
10.1016/j.jebo.2012.09.018,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jebo.2012.09.018,
10.1198/073500103288619386,,,,,,,10,1,0,1,1,0,1,0.026289,10.1198/073500103288619386,
10.1006/jtbi.1993.1083,,,,,,,10,1,0,1,1,0,1,0.026289,10.1006/jtbi.1993.1083,
10.1016/j.jebo.2005.01.003,,,,,,,26,1,0,1,1,0,1,0.002164,10.1016/j.jebo.2005.01.003,
10.1037/h0058629,,,,,,,47,1,0,1,1,0,1,0.002235,10.1037/h0058629,
10.1177/001872675400700405,,,,,,,47,1,0,1,1,0,1,0.002235,10.1177/001872675400700405,
10.2307/3707362,,,,,,,47,1,0,1,1,0,1,0.002235,10.2307/3707362,
10.1023/A:1023203320261,,,,,,,44,1,0,1,1,0,1,0.002164,10.1023/A:1023203320261,
10.1037//0022-3514.38.1.165,,,,,,,44,1,0,1,1,0,1,0.002164,10.1037//0022-3514.38.1.165,
10.2307/3033962,,,,,,,44,1,0,1,1,0,1,0.002164,10.2307/3033962,
10.1080/00224545.1983.9922822,,,,,,,44,1,0,1,1,0,1,0.002164,10.1080/00224545.1983.9922822,
10.2224/sbp.1981.9.2.235,,,,,,,44,1,0,1,1,0,1,0.002164,10.2224/sbp.1981.9.2.235,
10.1207/s15327906mbr1703_2,,,,,,,44,1,0,1,1,0,1,0.004484,10.1207/s15327906mbr1703_2,
10.1177/1046878191221005,,,,,,,44,1,0,1,1,0,1,0.004484,10.1177/1046878191221005,
10.1111/j.1559-1816.1982.tb00864.x,,,,,,,44,1,0,1,1,0,1,0.004484,10.1111/j.1559-1816.1982.tb00864.x,
10.3758/BF03203408,,,,,,,44,1,0,1,1,0,1,0.004484,10.3758/BF03203408,
10.1037//0022-3514.48.2.339,,,,,,,44,1,0,1,1,0,1,0.004484,10.1037//0022-3514.48.2.339,
10.1037/0003-066X.38.4.379,,,,,,,44,1,0,1,1,0,1,0.004484,10.1037/0003-066X.38.4.379,
10.1037//0003-066X.45.6.775,,,,,,,44,1,0,1,1,0,1,0.004484,10.1037//0003-066X.45.6.775,
10.1139/f89-093,,,,,,,44,1,0,1,1,0,1,0.004484,10.1139/f89-093,
10.1016/j.jenvp.2006.12.002,,,,,,,44,1,0,1,1,0,1,0.002723,10.1016/j.jenvp.2006.12.002,
10.4324/9781410600127,,,,,,,44,1,0,1,1,0,1,0.002723,10.4324/9781410600127,
10.1207/S15324834BASP2503_08,,,,,,,44,1,0,1,1,0,1,0.002723,10.1207/S15324834BASP2503_08,
10.1016/j.paid.2007.04.015,,,,,,,44,1,0,1,1,0,1,0.002723,10.1016/j.paid.2007.04.015,
10.1016/j.paid.2005.11.028,,,,,,,44,1,0,1,1,0,1,0.002723,10.1016/j.paid.2005.11.028,
10.1111/j.1559-1816.2005.tb02213.x,,,,,,,44,1,0,1,1,0,1,0.002723,10.1111/j.1559-1816.2005.tb02213.x,
10.1006/jevp.2001.0227,,,,,,,44,1,0,1,1,0,1,0.002723,10.1006/jevp.2001.0227,
10.2307/2787078,,,,,,,44,1,0,1,1,0,1,0.002723,10.2307/2787078,
10.1016/S0304-3878(97)00008-4,,,,,,,26,1,0,1,1,0,1,0.004189,10.1016/S0304-3878(97)00008-4,
10.2307/2215223,,,,,,,26,1,0,1,1,0,1,0.004189,10.2307/2215223,
10.1007/s10683-006-9124-2,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s10683-006-9124-2,
10.2139/ssrn.968942,,,,,,,26,1,0,1,1,0,1,0.001676,10.2139/ssrn.968942,
10.1016/j.jcorpfin.2005.08.005,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jcorpfin.2005.08.005,
10.1016/j.socec.2011.10.012,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.socec.2011.10.012,
10.1016/S0304-405X(98)00058-0,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/S0304-405X(98)00058-0,
10.3390/g4040584,,,,,,,26,1,0,1,1,0,1,0.001676,10.3390/g4040584,
10.1146/annurev-financial-120209-133958,,,,,,,26,1,0,1,1,0,1,0.001676,10.1146/annurev-financial-120209-133958,
10.1016/j.jvb.2010.04.002,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jvb.2010.04.002,
10.1016/S1574-0722(07)00084-4,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/S1574-0722(07)00084-4,
10.1017/CBO9781139878289,,,,,,,26,1,0,1,1,0,1,0.001676,10.1017/CBO9781139878289,
10.1093/rfs/hhq107,,,,,,,26,1,0,1,1,0,1,0.001676,10.1093/rfs/hhq107,
10.1016/j.socec.2016.08.008,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.socec.2016.08.008,
10.1016/j.joep.2015.08.005,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.joep.2015.08.005,
10.1073/pnas.1207042109,,,,,,,26,1,0,1,1,0,1,0.001676,10.1073/pnas.1207042109,
10.1080/18128600508685638,,,,,,,43,1,0,1,1,0,1,0.001676,10.1080/18128600508685638,
10.1016/S0303-2647(97)00091-9,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/S0303-2647(97)00091-9,
10.1016/j.trc.2005.04.006,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/j.trc.2005.04.006,
10.1007/s11116-005-5710-y,,,,,,,43,1,0,1,1,0,1,0.001676,10.1007/s11116-005-5710-y,
10.15288/jsas.2002.s14.182,,,,,,,43,1,0,1,1,0,1,0.001676,10.15288/jsas.2002.s14.182,
10.1016/S1090-5138(02)00101-0,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/S1090-5138(02)00101-0,
10.1016/S0967-070X(99)00015-3,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/S0967-070X(99)00015-3,
10.1080/15472450490523874,,,,,,,43,1,0,1,1,0,1,0.001676,10.1080/15472450490523874,
10.1037/0033-295X.103.2.309,,,,,,,43,1,0,1,1,0,1,0.001676,10.1037/0033-295X.103.2.309,
10.1007/978-1-4613-2391-4_5,,,,,,,43,1,0,1,1,0,1,0.001676,10.1007/978-1-4613-2391-4_5,
10.1016/j.jtbi.2004.04.028,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/j.jtbi.2004.04.028,
10.1016/S0167-2681(97)00109-1,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/S0167-2681(97)00109-1,
10.1016/1053-5357(95)90023-3,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/1053-5357(95)90023-3,
10.1016/j.ejor.2007.10.058,,,,,,,43,1,0,1,1,0,1,0.001676,10.1016/j.ejor.2007.10.058,
10.1002/(SICI)1099-0992(199605)26:3<373::AID-EJSP760>3.0.CO;2-1,,,,,,,43,1,0,1,1,0,1,0.001676,10.1002/(SICI)1099-0992(199605)26:3<373::AID-EJSP760>3.0.CO;2-1,
10.1080/18128600608685663,,,,,,,43,1,0,1,1,0,1,0.001676,10.1080/18128600608685663,
10.1002/net.3230230606,,,,,,,49,1,0,1,1,0,1,0.001676,10.1002/net.3230230606,
10.1680/ipeds.1952.11259,,,,,,,49,1,0,1,1,0,1,0.001676,10.1680/ipeds.1952.11259,
10.1209/0295-5075/91/48002,,,,,,,49,1,0,1,1,0,1,0.001676,10.1209/0295-5075/91/48002,
10.1239/jap/1032374242,,,,,,,49,1,0,1,1,0,1,0.001676,10.1239/jap/1032374242,
10.1007/s10287-006-0027-7,,,,,,,49,1,0,1,1,0,1,0.001676,10.1007/s10287-006-0027-7,
10.1016/S0191-2615(96)00024-0,,,,,,,49,1,0,1,1,0,1,0.001676,10.1016/S0191-2615(96)00024-0,
10.1016/0191-2615(84)90023-7,,,,,,,49,1,0,1,1,0,1,0.001676,10.1016/0191-2615(84)90023-7,
10.1287/trsc.1090.0258,,,,,,,49,1,0,1,1,0,1,0.001676,10.1287/trsc.1090.0258,
10.1145/506147.506153,,,,,,,49,1,0,1,1,0,1,0.001676,10.1145/506147.506153,
10.1145/1134707.1134740,,,,,,,49,1,0,1,1,0,1,0.001676,10.1145/1134707.1134740,
10.2307/1911814,,,,,,,49,1,0,1,1,0,1,0.001676,10.2307/1911814,
10.1016/0041-1647(76)90055-1,,,,,,,49,1,0,1,1,0,1,0.001676,10.1016/0041-1647(76)90055-1,
10.1002/net.3230150303,,,,,,,49,1,0,1,1,0,1,0.001676,10.1002/net.3230150303,
10.1016/1053-5357(94)90005-1,,,,,,,44,1,0,1,1,0,1,0.002333,10.1016/1053-5357(94)90005-1,
10.1016/0167-4870(90)90002-Q,,,,,,,44,1,0,1,1,0,1,0.002333,10.1016/0167-4870(90)90002-Q,
10.1177/109634809602000102,,,,,,,44,1,0,1,1,0,1,0.002333,10.1177/109634809602000102,
10.1016/S1053-5357(00)00062-7,,,,,,,44,1,0,1,1,0,1,0.002333,10.1016/S1053-5357(00)00062-7,
10.1037/0022-3514.38.1.81,,,,,,,44,1,0,1,1,0,1,0.002333,10.1037/0022-3514.38.1.81,
10.1177/0146167296224004,,,,,,,21,2,0,2,2,0,2,0.00384,10.1177/0146167296224004,
10.1002/ab.10042,,,,,,,21,2,0,2,2,0,2,0.00384,10.1002/ab.10042,
10.1146/annurev.psych.52.1.1,,,,,,,21,2,0,2,2,0,2,0.00384,10.1146/annurev.psych.52.1.1,
10.1177/0146167205277205,,,,,,,21,2,0,2,2,0,2,0.00384,10.1177/0146167205277205,
10.1037/a0018718,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/a0018718,
10.1080/08838158409386552,,,,,,,21,1,0,1,1,0,1,0.001676,10.1080/08838158409386552,
10.1006/jrpe.1996.0022,,,,,,,21,2,0,2,2,0,2,0.00384,10.1006/jrpe.1996.0022,
10.1037/0033-2909.115.1.74,,,,,,,21,2,0,2,2,0,2,0.00384,10.1037/0033-2909.115.1.74,
10.4324/9780203575802,,,,,,,21,1,0,1,1,0,1,0.001676,10.4324/9780203575802,
10.1177/0093650206293249,,,,,,,21,2,0,2,2,0,2,0.00384,10.1177/0093650206293249,
10.1177/1461444809102958,,,,,,,21,1,0,1,1,0,1,0.001676,10.1177/1461444809102958,
