Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label 
10.1177/0170840605059455,,,,,,,38,1,0,1,1,0,1,0.001676,10.1177/0170840605059455,
10.1287/orsc.14.2.209.14992,,,,,,,38,1,0,1,1,0,1,0.001676,10.1287/orsc.14.2.209.14992,
10.1007/978-1-349-62753-0,,,,,,,38,1,0,1,1,0,1,0.001676,10.1007/978-1-349-62753-0,
10.1016/S0048-7333(03)00050-7,,,,,,,38,1,0,1,1,0,1,0.001676,10.1016/S0048-7333(03)00050-7,
10.1057/palgrave.kmrp.8500141,,,,,,,38,1,0,1,1,0,1,0.001676,10.1057/palgrave.kmrp.8500141,
10.1177/0170840607076003,,,,,,,38,1,0,1,1,0,1,0.001676,10.1177/0170840607076003,
10.1086/228826,,,,,,,38,1,0,1,1,0,1,0.001676,10.1086/228826,
10.1177/0170840605051820,,,,,,,38,1,0,1,1,0,1,0.001676,10.1177/0170840605051820,
10.2307/2094862,,,,,,,38,1,0,1,1,0,1,0.001676,10.2307/2094862,
10.1037/0022-3514.91.6.1094,,,,,,,35,1,0,1,1,0,1,0.00433,10.1037/0022-3514.91.6.1094,
10.2307/2093465,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2093465,
10.1177/019027250406700306,,,,,,,35,1,0,1,1,0,1,0.00433,10.1177/019027250406700306,
10.2307/2390752,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2390752,
10.1086/229742,,,,,,,35,1,0,1,1,0,1,0.00433,10.1086/229742,
10.1037/0022-3514.91.6.1123,,,,,,,35,1,0,1,1,0,1,0.00433,10.1037/0022-3514.91.6.1123,
10.1007/978-1-4757-2199-7_8,,,,,,,35,1,0,1,1,0,1,0.00433,10.1007/978-1-4757-2199-7_8,
10.2307/2787021,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2787021,
10.1111/1467-9558.00187,,,,,,,35,1,0,1,1,0,1,0.00433,10.1111/1467-9558.00187,
10.2307/2095281,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2095281,
10.1007/s12110-003-1003-3,,,,,,,35,1,0,1,1,0,1,0.00433,10.1007/s12110-003-1003-3,
10.1016/j.ssresearch.2004.05.004,,,,,,,35,1,0,1,1,0,1,0.00433,10.1016/j.ssresearch.2004.05.004,
10.2307/3033555,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/3033555,
10.2307/2095043,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2095043,
10.1086/318966,,,,,,,35,1,0,1,1,0,1,0.00433,10.1086/318966,
10.2307/2092789,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2092789,
10.2307/2657464,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2657464,
10.2307/2095477,,,,,,,35,1,0,1,1,0,1,0.00433,10.2307/2095477,
10.1007/BF00123002,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00123002,
10.1016/0022-0531(90)90005-5,,,,,,,32,1,0,1,1,0,1,0.001676,10.1016/0022-0531(90)90005-5,
10.2307/2937834,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2937834,
10.1007/BF01718411,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF01718411,
10.1007/978-1-349-04521-1_1,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/978-1-349-04521-1_1,
10.2307/2111212,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2111212,
10.2307/1937945,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1937945,
10.1007/BF00125844,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00125844,
10.1007/BF00124309,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00124309,
10.1016/0022-0531(81)90056-9,,,,,,,32,1,0,1,1,0,1,0.001676,10.1016/0022-0531(81)90056-9,
10.1086/466861,,,,,,,32,1,0,1,1,0,1,0.001676,10.1086/466861,
10.2307/1909727,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1909727,
10.2307/1953842,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1953842,
10.2307/1957085,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1957085,
10.2307/2130286,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2130286,
10.2307/1954111,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1954111,
10.2307/2129507,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2129507,
10.2307/2111251,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2111251,
10.1016/0022-0531(77)90005-9,,,,,,,32,1,0,1,1,0,1,0.001676,10.1016/0022-0531(77)90005-9,
10.2307/2129041,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2129041,
10.2307/1954105,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1954105,
10.1007/BF00119352,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00119352,
10.1007/978-94-017-1139-5,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/978-94-017-1139-5,
10.2307/1880758,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1880758,
10.1007/BF00124816,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00124816,
10.1177/0037550082133004,,,,,,,32,1,0,1,1,0,1,0.001676,10.1177/0037550082133004,
10.1016/0022-0531(85)90079-1,,,,,,,32,1,0,1,1,0,1,0.001676,10.1016/0022-0531(85)90079-1,
10.2307/2111140,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/2111140,
10.1017/CBO9780511896606.007,,,,,,,32,1,0,1,1,0,1,0.001676,10.1017/CBO9780511896606.007,
10.2307/1959865,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1959865,
10.1086/466837,,,,,,,32,1,0,1,1,0,1,0.001676,10.1086/466837,
10.2307/1957799,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1957799,
10.1086/260434,,,,,,,32,1,0,1,1,0,1,0.001676,10.1086/260434,
10.1086/255724,,,,,,,32,1,0,1,1,0,1,0.001676,10.1086/255724,
10.2307/1911056,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1911056,
10.1007/BF00123781,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00123781,
10.2307/447336,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/447336,
10.1007/BF00127351,,,,,,,32,1,0,1,1,0,1,0.001676,10.1007/BF00127351,
10.1177/0037550086172006,,,,,,,32,1,0,1,1,0,1,0.001676,10.1177/0037550086172006,
10.2307/1956016,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1956016,
10.2307/1956656,,,,,,,32,1,0,1,1,0,1,0.001676,10.2307/1956656,
10.1037/h0025717,,,,,,,47,2,0,2,2,0,2,0.018082,10.1037/h0025717,
10.1177/002200276300700103,,,,,,,47,1,0,1,1,0,1,0.014424,10.1177/002200276300700103,
10.2307/2786066,,,,,,,47,1,0,1,1,0,1,0.014424,10.2307/2786066,
10.1037/h0025079,,,,,,,47,1,0,1,1,0,1,0.014424,10.1037/h0025079,
10.1177/002200276100500111,,,,,,,47,3,0,3,3,0,3,0.019757,10.1177/002200276100500111,
10.1177/002200276801200104,,,,,,,47,1,0,1,1,0,1,0.014424,10.1177/002200276801200104,
10.1002/bs.3830040302,,,,,,,47,1,0,1,1,0,1,0.014424,10.1002/bs.3830040302,
10.2307/2785763,,,,,,,47,1,0,1,1,0,1,0.014424,10.2307/2785763,
10.2466/pr0.1965.16.1.43,,,,,,,47,1,0,1,1,0,1,0.014424,10.2466/pr0.1965.16.1.43,
10.1002/bs.3830130303,,,,,,,47,1,0,1,1,0,1,0.014424,10.1002/bs.3830130303,
10.1177/002200276801200207,,,,,,,47,1,0,1,1,0,1,0.014424,10.1177/002200276801200207,
10.1177/002200276400800204,,,,,,,47,1,0,1,1,0,1,0.014424,10.1177/002200276400800204,
10.1037/h0045591,,,,,,,47,1,0,1,1,0,1,0.003657,10.1037/h0045591,
10.1177/106591299604900108,,,,,,,44,1,0,1,1,0,1,0.009179,10.1177/106591299604900108,
10.1177/106591299604900107,,,,,,,44,1,0,1,1,0,1,0.009179,10.1177/106591299604900107,
10.1037/h0040950,,,,,,,47,1,0,1,1,0,1,0.001676,10.1037/h0040950,
10.1007/BF02934456,,,,,,,18,1,0,1,1,0,1,0.002235,10.1007/BF02934456,
10.1017/CBO9780511807947.017,,,,,,,18,1,0,1,1,0,1,0.002235,10.1017/CBO9780511807947.017,
10.1024/0044-3514.38.1.17,,,,,,,18,1,0,1,1,0,1,0.002235,10.1024/0044-3514.38.1.17,
10.1026//0949-3964.46.2.115,,,,,,,18,1,0,1,1,0,1,0.002235,10.1026//0949-3964.46.2.115,
10.1026//0949-3964.47.4.297,,,,,,,18,1,0,1,1,0,1,0.002235,10.1026//0949-3964.47.4.297,
10.2307/1911077,,,,,,,26,1,0,1,1,0,1,0.001676,10.2307/1911077,
10.1080/00222500903069624,,,,,,,26,1,0,1,1,0,1,0.001676,10.1080/00222500903069624,
10.1086/293237,,,,,,,26,1,0,1,1,0,1,0.001676,10.1086/293237,
10.2139/ssrn.2195598,,,,,,,26,1,0,1,1,0,1,0.001676,10.2139/ssrn.2195598,
10.1111/j.0023-5962.2004.00251.x,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/j.0023-5962.2004.00251.x,
10.1016/j.ssresearch.2010.06.009,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.ssresearch.2010.06.009,
10.2139/ssrn.2248663,,,,,,,26,1,0,1,1,0,1,0.001676,10.2139/ssrn.2248663,
10.1016/0167-4870(94)00040-H,,,,,,,44,1,0,1,1,0,1,0.007311,10.1016/0167-4870(94)00040-H,
10.1016/0022-1031(77)90026-9,,,,,,,44,1,0,1,1,0,1,0.007311,10.1016/0022-1031(77)90026-9,
10.2307/3033621,,,,,,,44,1,0,1,1,0,1,0.002164,10.2307/3033621,
10.1016/0030-5073(82)90245-8,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0030-5073(82)90245-8,
10.1016/0030-5073(78)90036-3,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0030-5073(78)90036-3,
10.1016/0022-1031(71)90077-1,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0022-1031(71)90077-1,
10.1037/0022-3514.36.6.598,,,,,,,44,1,0,1,1,0,1,0.002164,10.1037/0022-3514.36.6.598,
10.1016/0030-5073(77)90030-7,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0030-5073(77)90030-7,
10.5465/amr.1977.4409175,,,,,,,44,1,0,1,1,0,1,0.002164,10.5465/amr.1977.4409175,
10.1016/0030-5073(81)90020-9,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0030-5073(81)90020-9,
10.1016/0030-5073(77)90046-0,,,,,,,44,1,0,1,1,0,1,0.002164,10.1016/0030-5073(77)90046-0,
10.1037/h0029211,,,,,,,44,1,0,1,1,0,1,0.002164,10.1037/h0029211,
10.1111/j.1467-6494.1976.tb00583.x,,,,,,,44,1,0,1,1,0,1,0.002164,10.1111/j.1467-6494.1976.tb00583.x,
10.1037/h0027420,,,,,,,47,1,0,1,1,0,1,0.001676,10.1037/h0027420,
10.1111/j.1540-4560.1963.tb00456.x,,,,,,,47,1,0,1,1,0,1,0.001676,10.1111/j.1540-4560.1963.tb00456.x,
10.1002/bs.3830150307,,,,,,,47,1,0,1,1,0,1,0.001676,10.1002/bs.3830150307,
10.1037/007084,,,,,,,47,1,0,1,1,0,1,0.001676,10.1037/007084,
10.1177/104687817100200102,,,,,,,47,1,0,1,1,0,1,0.001676,10.1177/104687817100200102,
10.1016/0022-1031(70)90089-2,,,,,,,47,1,0,1,1,0,1,0.001676,10.1016/0022-1031(70)90089-2,
10.1177/104649647000100303,,,,,,,47,1,0,1,1,0,1,0.001676,10.1177/104649647000100303,
10.1007/BF02246159,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/BF02246159,
10.1093/cercor/6.2.215,,,,,,,48,1,0,1,1,0,1,0.002653,10.1093/cercor/6.2.215,
10.1016/0024-3205(74)90440-8,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/0024-3205(74)90440-8,
10.1016/S0893-133X(99)00136-0,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(99)00136-0,
10.1111/j.2044-8341.1974.tb02285.x,,,,,,,48,1,0,1,1,0,1,0.002653,10.1111/j.2044-8341.1974.tb02285.x,
10.1016/0165-1781(79)90053-2,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/0165-1781(79)90053-2,
10.1016/S0893-133X(97)00198-X,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(97)00198-X,
10.1126/science.1094987,,,,,,,48,1,0,1,1,0,1,0.002653,10.1126/science.1094987,
10.1007/BF02245252,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/BF02245252,
10.1001/archpsyc.1997.01830240035005,,,,,,,48,1,0,1,1,0,1,0.002653,10.1001/archpsyc.1997.01830240035005,
10.1007/BF02311179,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/BF02311179,
10.1016/S0166-4328(02)00132-8,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0166-4328(02)00132-8,
10.1016/S0893-133X(01)00412-2,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(01)00412-2,
10.1007/s00213-004-2059-4,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/s00213-004-2059-4,
10.1007/s002130050284,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/s002130050284,
10.1007/s002130051170,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/s002130051170,
10.1016/0893-133X(95)00110-Y,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/0893-133X(95)00110-Y,
10.1016/S0006-3223(01)01170-2,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0006-3223(01)01170-2,
10.1001/archpsyc.1992.01820060016002,,,,,,,48,1,0,1,1,0,1,0.002653,10.1001/archpsyc.1992.01820060016002,
10.1016/S0006-3223(95)00675-3,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0006-3223(95)00675-3,
10.1002/(SICI)1098-2337(1996)22:4<297::AID-AB5>3.0.CO;2-I,,,,,,,48,1,0,1,1,0,1,0.002653,10.1002/(SICI)1098-2337(1996)22:4<297::AID-AB5>3.0.CO;2-I,
10.1037/h0034530,,,,,,,48,1,0,1,1,0,1,0.002653,10.1037/h0034530,
10.1016/S0893-133X(01)00369-4,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(01)00369-4,
10.1007/s002130000542,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/s002130000542,
10.1016/S0893-133X(00)00161-5,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(00)00161-5,
10.1037/0022-3514.69.5.915,,,,,,,48,1,0,1,1,0,1,0.002653,10.1037/0022-3514.69.5.915,
10.1016/S0893-133X(01)00219-6,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(01)00219-6,
10.1016/0028-3908(94)90089-2,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/0028-3908(94)90089-2,
10.1016/S0079-7421(00)80024-9,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0079-7421(00)80024-9,
10.1016/0006-8993(85)90445-7,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/0006-8993(85)90445-7,
10.1007/BF00431823,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/BF00431823,
10.1038/262305a0,,,,,,,48,1,0,1,1,0,1,0.002653,10.1038/262305a0,
10.1016/S0149-7634(89)80025-9,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0149-7634(89)80025-9,
10.1016/S0959-4388(96)80077-8,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0959-4388(96)80077-8,
10.1007/PL00005494,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/PL00005494,
10.1038/sj.npp.1300001,,,,,,,48,1,0,1,1,0,1,0.002653,10.1038/sj.npp.1300001,
10.1098/rstb.1996.0128,,,,,,,48,1,0,1,1,0,1,0.002653,10.1098/rstb.1996.0128,
10.1016/S0893-133X(01)00240-8,,,,,,,48,1,0,1,1,0,1,0.002653,10.1016/S0893-133X(01)00240-8,
10.1017/S0140525X00022871,,,,,,,48,1,0,1,1,0,1,0.002653,10.1017/S0140525X00022871,
10.1001/archpsyc.1994.03950010020003,,,,,,,48,1,0,1,1,0,1,0.002653,10.1001/archpsyc.1994.03950010020003,
10.1007/s00213-002-1238-4,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/s00213-002-1238-4,
10.1007/BF02245530,,,,,,,48,1,0,1,1,0,1,0.002653,10.1007/BF02245530,
10.1037/0021-843X.89.3.333,,,,,,,48,1,0,1,1,0,1,0.002653,10.1037/0021-843X.89.3.333,
10.1080/00332747.1956.11023044,,,,,,,47,1,0,1,1,0,1,0.002164,10.1080/00332747.1956.11023044,
10.1177/0037549711406912,,,,,,,10,1,0,1,1,0,1,0.002164,10.1177/0037549711406912,
10.1007/978-3-642-39829-2_10,,,,,,,10,1,0,1,1,0,1,0.002164,10.1007/978-3-642-39829-2_10,
10.1093/acprof:oso/9780195341065.001.0001,,,,,,,10,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780195341065.001.0001,
10.1093/acprof:oso/9780199300730.003.0007,,,,,,,10,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780199300730.003.0007,
10.2139/ssrn.313028,,,,,,,10,1,0,1,1,0,1,0.002164,10.2139/ssrn.313028,
10.1006/obhd.2000.2909,,,,,,,10,1,0,1,1,0,1,0.002164,10.1006/obhd.2000.2909,
10.1201/b17198,,,,,,,10,1,0,1,1,0,1,0.002164,10.1201/b17198,
10.1016/j.evolhumbehav.2015.12.004,,,,,,,10,1,0,1,1,0,1,0.002164,10.1016/j.evolhumbehav.2015.12.004,
10.1093/acprof:oso/9780199300730.003.0012,,,,,,,10,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780199300730.003.0012,
10.1017/S0140525X11001282,,,,,,,10,1,0,1,1,0,1,0.002164,10.1017/S0140525X11001282,
10.1016/j.jebo.2009.01.011,,,,,,,10,1,0,1,1,0,1,0.002164,10.1016/j.jebo.2009.01.011,
10.1142/S0219525900000042,,,,,,,10,1,0,1,1,0,1,0.002164,10.1142/S0219525900000042,
10.1007/BF02270971,,,,,,,10,2,0,2,2,0,2,0.00384,10.1007/BF02270971,
10.1111/j.0014-3820.2000.tb00549.x,,,,,,,43,1,0,1,1,0,1,0.002164,10.1111/j.0014-3820.2000.tb00549.x,
10.1016/0169-5347(92)90120-Z,,,,,,,43,1,0,1,1,0,1,0.002164,10.1016/0169-5347(92)90120-Z,
10.1111/j.1420-9101.2008.01614.x,,,,,,,43,1,0,1,1,0,1,0.002164,10.1111/j.1420-9101.2008.01614.x,
10.1098/rstb.2010.0138,,,,,,,43,1,0,1,1,0,1,0.002164,10.1098/rstb.2010.0138,
10.1007/BF02270969,,,,,,,43,1,0,1,1,0,1,0.002164,10.1007/BF02270969,
10.1086/589899,,,,,,,43,1,0,1,1,0,1,0.002164,10.1086/589899,
10.1098/rspb.2011.1627,,,,,,,43,1,0,1,1,0,1,0.002164,10.1098/rspb.2011.1627,
10.1371/journal.pone.0099878,,,,,,,43,1,0,1,1,0,1,0.002164,10.1371/journal.pone.0099878,
10.1086/202775,,,,,,,43,1,0,1,1,0,1,0.002164,10.1086/202775,
10.1098/rspb.2003.2535,,,,,,,43,1,0,1,1,0,1,0.002164,10.1098/rspb.2003.2535,
10.1098/rspb.2010.0988,,,,,,,43,1,0,1,1,0,1,0.002164,10.1098/rspb.2010.0988,
10.1002/evan.21345,,,,,,,43,1,0,1,1,0,1,0.002164,10.1002/evan.21345,
10.1098/rspb.2013.0010,,,,,,,43,1,0,1,1,0,1,0.002164,10.1098/rspb.2013.0010,
10.1023/A:1014579404548,,,,,,,43,1,0,1,1,0,1,0.002164,10.1023/A:1014579404548,
10.11126/stanford/9780804761994.001.0001,,,,,,,43,1,0,1,1,0,1,0.002164,10.11126/stanford/9780804761994.001.0001,
10.1086/374903,,,,,,,43,1,0,1,1,0,1,0.002164,10.1086/374903,
10.1093/pan/mpp004,,,,,,,43,1,0,1,1,0,1,0.002164,10.1093/pan/mpp004,
10.1007/s00265-010-1029-6,,,,,,,43,1,0,1,1,0,1,0.002164,10.1007/s00265-010-1029-6,
10.3934/dcdsb.2004.4.575,,,,,,,10,1,0,1,1,0,1,0.001676,10.3934/dcdsb.2004.4.575,
10.1016/j.joep.2013.07.002,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.joep.2013.07.002,
10.5465/amr.1978.4294844,,,,,,,44,1,0,1,1,0,1,0.001676,10.5465/amr.1978.4294844,
10.1037/0021-9010.92.1.107,,,,,,,44,1,0,1,1,0,1,0.001676,10.1037/0021-9010.92.1.107,
10.1027/1614-0001/a000077,,,,,,,44,1,0,1,1,0,1,0.001676,10.1027/1614-0001/a000077,
10.2139/ssrn.3351127,,,,,,,44,1,0,1,1,0,1,0.001676,10.2139/ssrn.3351127,
10.1207/S15327957PSPR0504_2,,,,,,,44,1,0,1,1,0,1,0.001676,10.1207/S15327957PSPR0504_2,
10.4135/9781446249222.n43,,,,,,,44,1,0,1,1,0,1,0.001676,10.4135/9781446249222.n43,
10.1037/1089-2680.3.4.372,,,,,,,10,1,0,1,1,0,1,0.009927,10.1037/1089-2680.3.4.372,
10.2307/271084,,,,,,,44,1,0,1,1,0,1,0.002235,10.2307/271084,
10.2307/2393223,,,,,,,44,1,0,1,1,0,1,0.002235,10.2307/2393223,
10.1037/0022-0167.53.3.372,,,,,,,44,1,0,1,1,0,1,0.002235,10.1037/0022-0167.53.3.372,
10.1037/0021-9010.81.1.52,,,,,,,44,1,0,1,1,0,1,0.002235,10.1037/0021-9010.81.1.52,
10.1207/s15327957pspr0203_5,,,,,,,44,1,0,1,1,0,1,0.002235,10.1207/s15327957pspr0203_5,
10.1037/0022-3514.80.1.86,,,,,,,44,1,0,1,1,0,1,0.002235,10.1037/0022-3514.80.1.86,
10.1016/S0149-7634(01)00064-1,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/S0149-7634(01)00064-1,
10.1016/j.biopsych.2005.05.021,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.biopsych.2005.05.021,
10.1016/j.jtbi.2007.03.018,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.jtbi.2007.03.018,
10.2307/2409858,,,,,,,10,1,0,1,1,0,1,0.001676,10.2307/2409858,
10.1088/1367-2630/11/9/093033,,,,,,,10,1,0,1,1,0,1,0.001676,10.1088/1367-2630/11/9/093033,
10.1209/0295-5075/77/30004,,,,,,,10,1,0,1,1,0,1,0.001676,10.1209/0295-5075/77/30004,
10.1016/0167-2681(94)00072-M,,,,,,,26,2,0,2,2,0,2,0.007117,10.1016/0167-2681(94)00072-M,
10.2307/3089123,,,,,,,16,1,0,1,1,0,1,0.00462,10.2307/3089123,
10.4992/jjpsy.75.308,,,,,,,16,1,0,1,1,0,1,0.00462,10.4992/jjpsy.75.308,
10.1016/j.jebo.2010.01.002,,,,,,,28,1,0,1,1,0,1,0.001676,10.1016/j.jebo.2010.01.002,
10.1093/acprof:oso/9780195328325.003.0016,,,,,,,28,1,0,1,1,0,1,0.001676,10.1093/acprof:oso/9780195328325.003.0016,
10.1016/j.econlet.2005.03.007,,,,,,,28,1,0,1,1,0,1,0.001676,10.1016/j.econlet.2005.03.007,
10.1002/bs.3830190305,,,,,,,28,1,0,1,1,0,1,0.001676,10.1002/bs.3830190305,
10.3386/w9805,,,,,,,28,1,0,1,1,0,1,0.001676,10.3386/w9805,
10.1037/h0035519,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/h0035519,
10.1037/1040-3590.15.3.340,,,,,,,19,1,0,1,1,0,1,0.00363,10.1037/1040-3590.15.3.340,
10.1207/s15327752jpa4901_13,,,,,,,19,1,0,1,1,0,1,0.00363,10.1207/s15327752jpa4901_13,
10.1016/j.dr.2006.02.002,,,,,,,19,1,0,1,1,0,1,0.00363,10.1016/j.dr.2006.02.002,
10.1037/a0029392,,,,,,,19,1,0,1,1,0,1,0.00363,10.1037/a0029392,
10.1111/j.1467-6494.1972.tb00078,,,,,,,19,1,0,1,1,0,1,0.00363,10.1111/j.1467-6494.1972.tb00078,
10.4992/jjpsy.74.512,,,,,,,19,2,0,2,2,0,2,0.011642,10.4992/jjpsy.74.512,
10.1111/j.1749-6632.2001.tb03476.x,,,,,,,10,1,0,1,1,0,1,0.001676,10.1111/j.1749-6632.2001.tb03476.x,
10.1073/pnas.87.1.256,,,,,,,10,1,0,1,1,0,1,0.001676,10.1073/pnas.87.1.256,
10.1073/pnas.1523940113,,,,,,,10,1,0,1,1,0,1,0.001676,10.1073/pnas.1523940113,
10.1038/s41562-017-0061,,,,,,,10,1,0,1,1,0,1,0.001676,10.1038/s41562-017-0061,
10.1016/j.neuroimage.2010.06.010,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.neuroimage.2010.06.010,
10.1017/S0021963001006643,,,,,,,10,1,0,1,1,0,1,0.001676,10.1017/S0021963001006643,
10.1177/0022022111415407,,,,,,,10,1,0,1,1,0,1,0.001676,10.1177/0022022111415407,
10.1016/j.cobeha.2014.12.009,,,,,,,10,1,0,1,1,0,1,0.001676,10.1016/j.cobeha.2014.12.009,
10.1002/ejsp.2420250205,,,,,,,44,1,0,1,1,0,1,0.002793,10.1002/ejsp.2420250205,
10.1348/014466604X17939,,,,,,,44,1,0,1,1,0,1,0.002793,10.1348/014466604X17939,
10.4992/jjpsy.73.1,,,,,,,44,1,0,1,1,0,1,0.002793,10.4992/jjpsy.73.1,
10.4992/jjpsy.78.17,,,,,,,44,1,0,1,1,0,1,0.002793,10.4992/jjpsy.78.17,
10.2307/2801707,,,,,,,44,1,0,1,1,0,1,0.002793,10.2307/2801707,
10.1111/1467-839X.00020,,,,,,,44,1,0,1,1,0,1,0.002793,10.1111/1467-839X.00020,
10.1146/annurev.so.02.080176.002003,,,,,,,44,1,0,1,1,0,1,0.008012,10.1146/annurev.so.02.080176.002003,
10.1006/jeth.2001.2910,,,,,,,26,1,0,1,1,0,1,0.002653,10.1006/jeth.2001.2910,
10.1016/j.geb.2003.11.002,,,,,,,26,1,0,1,1,0,1,0.002653,10.1016/j.geb.2003.11.002,
10.2466/pr0.1973.33.3.1009,,,,,,,28,1,0,1,1,0,1,0.001676,10.2466/pr0.1973.33.3.1009,
10.1037/0022-006X.46.3.405,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0022-006X.46.3.405,
10.1007/BF00287650,,,,,,,28,1,0,1,1,0,1,0.001676,10.1007/BF00287650,
10.5926/jjep1953.28.4_275,,,,,,,28,1,0,1,1,0,1,0.001676,10.5926/jjep1953.28.4_275,
10.1207/s15327752jpa4004_12a,,,,,,,28,1,0,1,1,0,1,0.001676,10.1207/s15327752jpa4004_12a,
10.1037/0033-2909.82.6.932,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0033-2909.82.6.932,
10.1037/0022-3514.32.6.1038,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0022-3514.32.6.1038,
10.1016/j.chb.2011.10.002,,,,,,,21,1,0,1,1,0,1,0.001676,10.1016/j.chb.2011.10.002,
10.1037/0012-1649.39.2.201,,,,,,,21,1,0,1,1,0,1,0.001676,10.1037/0012-1649.39.2.201,
10.1111/1467-9280.00366,,,,,,,21,2,0,2,2,0,2,0.00384,10.1111/1467-9280.00366,
